"N00038827","Beebe, Micah","R","TX26","H6TX26128",2016
"N00039311","Beechwood, Eric","D","NJ02","H6NJ02186",2016
"N00036211","Beers, Bob","R","NVS2","S6NV00192",2016
"N00039108","Beers, Matt","L","MD01","H6MD01247",2016
"N00039377","Begay, Carlyle","R","AZ01","H6AZ01249",2016
"N00038780","Beiler, Chet","R","PA16","H6PA16312",2016
"N00038559","Beitiks, Mikelis","I","CAS1","S6CA00766",2016
"N00038795","Bell, Adam","D","TX03","H6TX03192",2016
"N00038636","Bell, Doug","R","GA05","H6GA05290",2016
"N00039651","Bello, Axel","D","AZS1","S6AZ00290",2016
"N00037497","Benedict, Lee","R","GAS2","S6GA00184",2016
"N00031934","Benishek, Dan","R","MI01","H0MI01088",2016
"N00030608","Bennet, Michael F","D","COS1","S0CO00211",2016
"N00037514","Bennett, Ken","R","AZ01","H6AZ01173",2016
"N00038853","Bennett, LuAnn","D","VA10","H6VA10209",2016
"N00038782","Bennett, Rob","D","PA18","H6PA18219",2016
"N00037026","Bensmihen, Joseph","R","FL22","H6FL22073",2016
"N00038696","Benson-Staebler, David","R","MN02","H6MN02180",2016
"N00030717","Bera, Ami","D","CA07","H0CA03078",2016
"N00039533","Bergman, John","R","MI01","H6MI01226",2016
"N00037017","Bernal, Benny","D","CA24","H6CA29203",2016
"N00010946","Berns, Jim","D","OH01","H2OH01020",2016
"N00039309","Berry, Paul III","R","MO01","H6MO01261",2016
"N00039524","Bertrand, Rick","R","IA04","H6IA04142",2016
"N00039372","Beruff, Carlos","R","FLS2","S6FL00426",2016
"N00036018","Beyer, Don","D","VA08","H4VA08224",2016
"N00039293","Biggs, Andy","R","AZ05","H6AZ05083",2016
"N00027462","Bilirakis, Gus","R","FL12","H6FL09070",2016
"N00035718","Bircher, Mark","R","FL13","H4FL13135",2016
"N00038445","Bishop, Bob","R","NY19","H6NY19227",2016
"N00039071","Bishop, Christopher Andrew","I","AL07","H6AL07174",2016
"N00036449","Bishop, Mike","R","MI08","H4MI08135",2016
"N00025292","Bishop, Rob","R","UT01","H2UT01094",2016
"N00002674","Bishop, Sanford","D","GA02","H2GA02031",2016
"N00039577","Bjorn, Arik","D","SC02","H6SC02100",2016
"N00031539","Black, Diane","R","TN06","H0TN06257",2016
"N00030082","Black, Phil","D","SC02","H8SC02098",2016
"N00003105","Blackburn, Marsha","R","TN07","H2TN06030",2016
"N00039045","Blaha, Robert","R","COS1","S6CO00275",2016
"N00035971","Blair, Paul",3,"TX03","H4TX03098",2016
"N00009683","Blakley, Will","R","NCS2","S8NC00254",2016
"N00037534","Blatt, Doug","D","TX22","H6TX22234",2016
"N00039665","Bledsoe, William","L","SCS1","S6SC04155",2016
"N00033744","Blum, Rod","R","IA01","H2IA01055",2016
"N00007727","Blumenauer, Earl","D","OR03","H6OR03064",2016
"N00031685","Blumenthal, Richard","D","CTS2","S0CT00177",2016
"N00005981","Blunt, Jeffrey","L","TX20","H8TX21125",2016
"N00005195","Blunt, Roy","R","MOS1","S0MO00183",2016
"N00039547","Blust, John","R","NC13","H6NC13087",2016
"N00026756","Bly, Ray","R","MD07","H8MD07042",2016
"N00038668","Boccarossa, Jack","R","IL17","H6IL17213",2016
"N00003675","Boehner, John","R","OH08","H0OH08029",2016
"N00039582","Bohms, Alan","D","TN01","H6TN00091",2016
"N00031805","Boler, Mark","L","TX26","H0TX26105",2016
"N00033524","Bolling, Dan","D","MD08","H6MD08556",2016
"N00033474","Bonamici, Suzanne","D","OR01","H2OR01133",2016
"N00039164","Bonar, Troy","L","TX19","H6TX19180",2016
"N00035577","Bonner, Jay Alan","R","FL20","H4FL20064",2016
"N00033714","Boone, Dan","D","TX21","H2TX21102",2016
"N00013873","Boozman, John","R","ARS2","S0AR00150",2016
"N00024866","Bordallo, Madeleine Z","D","GU00","H2GU00033",2016
"N00038418","Borders, Jason D","D","FL09","H6FL09211",2016
"N00035420","Bost, Mike","R","IL12","H4IL12060",2016
"N00038708","Bouie, John II","R","MS02","H6MS02162",2016
"N00026595","Boustany, Charles Jr","R","LAS2","S6LA00300",2016
"N00036594","Bowers, Kerry Dale","R","NV03","H6NV03121",2016
"N00039031","Bowman, Marcus","R","ALS2","S6AL00336",2016
"N00031440","Boyd, Will","D","AL05","H6AL05202",2016
"N00038440","Boylan, Patrick","D","NV01","H6NV01216",2016
"N00035307","Boyle, Brendan","D","PA13","H4PA13199",2016
"N00039083","Bradell, Kyle","R","CO06","H6CO06066",2016
"N00038805","Bradshaw, Bill","D","TX12","H6TX12136",2016
"N00005883","Brady, Kevin","R","TX08","H6TX08100",2016
"N00001619","Brady, Robert A","D","PA01","H8PA01153",2016
"N00037262","Brandman, Jordan","D","CA46","H6CA46132",2016
"N00035371","Brannon, Greg","R","NC02","H6NC02148",2016
"N00036302","Brannon, Josh","D","NC05","H4NC05245",2016
"N00036013","Brat, Dave","R","VA07","H4VA07143",2016
"N00038677","Bratcher, Harold","R","KY03","H6KY03173",2016
"N00036898","Breu, Tom","D","WI01","H6WI01176",2016
"N00039688","Brewington, Elton R.","D","NC02","H6NC02163",2016
"N00033532","Bridenstine, James","R","OK01","H2OK01143",2016
"N00038682","Brill, Roger Q","R","KY06","H6KY06135",2016
"N00029524","Broadus, Robert","R","MD04","H8MD04155",2016
"N00039402","Brock, Andrew","R","NC13","H6NC13053",2016
"N00039329","Brockmoller, Jennifer","R","WA03","H6WA03200",2016
"N00039048","Bronson, Daniel J","R","ILS2","S6IL00359",2016
"N00039497","Bronson, Gordon","D","CO03","H6CO03162",2016
"N00039501","Brookes, Ann","R","CT02","H6CT02154",2016
"N00038640","Brookins, Howard Jr","D","IL01","H6IL01167",2016
"N00034126","Brooks, Janis C","D","PA14","H2PA14092",2016
"N00030910","Brooks, Mo","R","AL05","H0AL05163",2016
"N00033495","Brooks, Susan","R","IN05","H2IN05082",2016
"N00028986","Broun, Paul","R","GA09","H6GA09243",2016
"N00038202","Brown, Anitra","I","FL01","H6FL01085",2016
"N00036999","Brown, Anthony","D","MD04","H6MD04209",2016
"N00002713","Brown, Corrine","D","FL05","H2FL03056",2016
"N00037429","Brown, James P","I","ILS2","S6IL00318",2016
"N00037186","Brown, Liz","R","IN03","H6IN03237",2016
"N00037254","Brown, Paul","R","TX32","H6TX32043",2016
"N00037612","Brown, Sakima","R","NY18","H6NY18161",2016
"N00039713","Brown, Shaun","D","VA02","H6VA02115",2016
"N00034590","Brown, Steve","L","NV04","H4NV04058",2016
"N00039093","Brown, Willie","D","IN01","H6IN01199",2016
"N00034254","Brownley, Julia","D","CA26","H2CA00120",2016
"N00038602","Bruner, Matthew","I","CA20","H6CA20160",2016
"N00035231","Brutus, Otto Patrick","D","IL01","H4IL02269",2016
"N00038791","Bryan, Pat","D","TX02","H6TX02160",2016
"N00037601","Bryant, Jamal Harrison","D","MD07","H6MD07442",2016
"N00038725","Bryson, Rick","D","NC11","H6NC11198",2016
"N00027626","Buchanan, Vernon","R","FL16","H6FL13148",2016
"N00038860","Buchholz, Myron","D","WI03","H6WI03164",2016
"N00030829","Buck, Kenneth R","R","CO04","H4CO04090",2016
"N00039113","Buck, Rob","R","MD04","H6MD04274",2016
"N00026751","Buckley, Allen","L","GAS2","S4GA11103",2016
"N00031227","Bucshon, Larry","R","IN08","H0IN08114",2016
"N00039551","Budd, Ted","R","NC13","H6NC13129",2016
"N00038256","Bullwinkel, Deb","D","IL08","H6IL08188",2016
"N00038852","Bunch, Bill","D","VA09","H6VA09078",2016
"N00039175","Bupp, Mitchell Preston","I","VA05","H6VA05159",2016
"N00039417","Burgess, Jonathan","R","OR01","H6OR01266",2016
"N00025219","Burgess, Michael","R","TX26","H2TX26093",2016
"N00036941","Burk, John","R","NC09","H6NC09168",2016
"N00038680","Burk, John Jr","R","KY05","H6KY05137",2016
"N00039321","Burkholder, Joshua","D","PA04","H6PA04128",2016
"N00002221","Burr, Richard","R","NCS2","S4NC00089",2016
"N00034523","Burris, Michael","R","MO05","H2MO05352",2016
"N00039257","Busch, Mark","R","FL07","H6FL07124",2016
"N00039373","Bush, Cori","D","MOS0","S6MO00396",2016
"N00037006","Bush, Jeb","R","PRES","P60008059",2016
"N00033390","Bustos, Cheri","D","IL17","H2IL17071",2016
"N00027035","Butterfield, G K","D","NC01","H4NC01046",2016
"N00039679","Bydlak, Rebekah Johansen","R","FL01","H6FL01218",2016
"N00035380","Byrne, Bradley","R","AL01","H4AL01123",2016
"N00034726","Cadien, Tawana W","D","TX10","H2TX10113",2016
"N00033505","Caffrey, Andy","D","CA02","H6CA02226",2016
"N00038607","Caforio, Bryan","D","CA25","H6CA25177",2016
"N00037057","Cage, Ericke","D","VA05","H6VA05100",2016
"N00035433","Cain, Emily","D","ME02","H4ME02200",2016
"N00033255","Callahan, Mark","R","ORS2","S4OR00172",2016
"N00037052","Calone, David L","D","NY01","H6NY01118",2016
"N00007099","Calvert, Ken","R","CA42","H2CA37023",2016
"N00039305","Camacho, Felix","R","GU00","H6GU01016",2016
"N00039478","Campbell, Foster","D","LAS2","S6LA00359",2016
"N00013089","Campbell, Mike","R","IN05","H6IN05232",2016
"N00033999","Campos, Benjamin","R","CA38","H2CA38237",2016
"N00039382","Campos, Louie","D","CA22","H6CA22182",2016
"N00038411","Canada, Mike","R","CA52","H6CA52122",2016
"N00035515","Cannon, Jerry","D","MI01","H4MI01114",2016
"N00038436","Cano, Christian","D","NC09","H6NC09184",2016
"N00038633","Canova, Tim","D","FL23","H6FL23063",2016
"N00030339","Cao, Joseph","R","LAS2","S6LA00326",2016
"N00000267","Capuano, Michael E","D","MA07","H8MA08071",2016
"N00033544","Caraway, Barbara Mallory","D","TX30","H2TX30079",2016
"N00037015","Carbajal, Salud","D","CA24","H6CA24303",2016
"N00039490","Cardenas, Angel","R","CA14","H6CA14114",2016
"N00033373","Cardenas, Tony","D","CA29","H2CA28113",2016
"N00038844","Cardwell, Pat","R","VA02","H6VA02107",2016
"N00034135","Cargas, James","D","TX07","H2TX07036",2016
"N00039700","Carlisle, Stephanie","R","NV01","H6NV01257",2016
"N00039427","Carlton, Todd","I","TX08","H6TX08191",2016
"N00037623","Carnahan, Weldon","R","WI04","H6WI04055",2016
"N00030736","Carney, John","D","DE01","H0DE01017",2016
"N00038600","Caro, Suzanne","R","CA13","H6CA13140",2016
"N00036120","Carpenter, Douglas","D","IN02","H4IN02150",2016
"N00032063","Carpenter, Sam","R","ORS2","S0OR00238",2016
"N00007498","Carroll, Jerry Leon",3,"CAS1","S2CA00591",2016
"N00037264","Carroll, Morgan","D","CO06","H6CO06058",2016
"N00029513","Carson, Andre","D","IN07","H8IN07184",2016
"N00036973","Carson, Ben","R","PRES","P60005915",2016
"N00035346","Carter, Buddy","R","GA01","H4GA01039",2016
"N00039656","Carter, Dan","R","CTS2","S6CT05108",2016
"N00031188","Carter, Jerry Dean","I","NVS2","S0NV00211",2016
"N00025095","Carter, John","R","TX31","H2TX31044",2016
"N00034128","Cartwright, Matt","D","PA17","H2PA17079",2016
"N00039151","Casacio, Stanley","R","PA07","H6PA07139",2016
"N00034735","Casey, Keith","R","TX14","H6TX14132",2016
"N00036310","Casteen, J Wesley","D","NC07","H4NC07100",2016
"N00037252","Castillo, Christopher","R","CA44","H6CA44129",2016
"N00039562","Castillo, Hector","R","NJ09","H6NJ09231",2016
"N00027514","Castor, Kathy","D","FL14","H6FL11126",2016
"N00038273","Castricone, Dan","R","NY18","H6NY18179",2016
"N00033316","Castro, Joaquin","D","TX20","H2TX35011",2016
"N00039707","Casutt, Brandon","D","NV04","H6NV04061",2016
"N00039531","Cataldo, Chris",3,"MA09","H6MA09164",2016
"N00039542","Caudill, James Williams","R","NC07","H6NC07170",2016
"N00038676","Caughey, Miles","R","KY01","H6KY01144",2016
"N00036102","Chabot, Paul","R","CA31","H4CA31071",2016
"N00003689","Chabot, Steve","R","OH01","H8OH01043",2016
"N00037300","Chadwick, Bruce","R","TX33","H6TX33017",2016
"N00009954","Chafee, Lincoln","D","PRES","P60008075",2016
"N00036537","Chaffee, Chris","R","MDS2","S6MD03557",2016
"N00028958","Chaffetz, Jason","R","UT03","H8UT03089",2016
"N00037271","Chane, Jonathan","D","FL18","H6FL18113",2016
"N00038268","Chappelle-Nadal, Maria","D","MO01","H6MO01253",2016
"N00035807","Chavez, Cesar","D","AZ07","H4AZ07035",2016
"N00036918","Chavez, Rocky","R","CAS1","S6CA00626",2016
"N00038424","Chelgren, Mark","R","IA02","H6IA02153",2016
"N00035504","Cheney, Liz","R","WY01","H6WY00159",2016
"N00036937","Cheng, Xiangfei ""Scott""","R","MD06","H6MD06188",2016
"N00032057","Chicon, Martin","D","NY13","H6NY13139",2016
"N00032160","Chiu, David Yu-Lin","R","UT01","H4UT01116",2016
"N00033246","Choi, Jun","D","NJ06","H2NJ07168",2016
"N00038702","Christensen, Gordon","D","MO04","H6MO04224",2016
"N00038864","Christensen, Leland","R","WY01","H6WY00142",2016
"N00037008","Christie, Chris","R","PRES","P60008521",2016
"N00035603","Christopher, Warren","D","MD04","H4MD04113",2016
"N00030600","Chu, Judy","D","CA27","H0CA32101",2016
"N00032019","Cicilline, David","D","RI01","H0RI01073",2016
"N00025785","Cino, Michael","R","NJ05","H2NJ05261",2016
"N00039115","Clark, Kamesha T",3,"MD04","H6MD04290",2016
"N00035278","Clark, Katherine","D","MA05","H4MA05084",2016
"N00038836","Clark, Mike","D","TX31","H6TX31045",2016
"N00038739","Clarke, Jonathan","D","NY03","H6NY03213",2016
"N00026961","Clarke, Yvette D","D","NY09","H4NY11138",2016
"N00035854","Clawson, Curt","R","FL19","H4FL19074",2016
"N00012460","Clay, William L Jr","D","MO01","H0MO01066",2016
"N00025105","Claytor, Chris","L","TX03","H2TX27117",2016
"N00026790","Cleaver, Emanuel","D","MO05","H4MO05234",2016
"N00037011","Cleek, N Eugene","R","CA03","H6CA03117",2016
"N00035306","Clemens, Peter","D","UT01","H6UT01137",2016
"N00036373","Cleveland, Hosea","D","SC03","H4SC03111",2016
"N00038705","Clever, Paul","R","MS01","H6MS01271",2016
"N00000019","Clinton, Hillary","D","PRES","P00003392",2016
"N00002408","Clyburn, James E","D","SC06","H2SC02042",2016
"N00035426","Coblenz, Michael","D","KY06","H4KY06148",2016
"N00024753","Coffman, Mike","R","CO06","H8CO06138",2016
"N00038408","Cohen, Ron","R","CA17","H6CA17141",2016
"N00003225","Cohen, Steve","D","TN09","H6TN09068",2016
"N00038717","Coker, Adam","D","NC02","H6NC02130",2016
"N00036221","Cole, Dave","D","NJ02","H4NJ02157",2016
"N00035136","Cole, Michael","D","TX14","H6TX14124",2016
"N00025726","Cole, Tom","R","OK04","H2OK04055",2016
"N00036158","Coleman, Bonnie","D","NJ12","H4NJ12149",2016
"N00030827","Coleman, Curtis","R","ARS2","S0AR00036",2016
"N00038669","Coleman, Lynn","D","IN02","H6IN02155",2016
"N00001285","Collins, Chris","R","NY27","H8NY29032",2016
"N00033518","Collins, Doug","R","GA09","H2GA09150",2016
"N00035723","Collins, Hayden","R","GA11","H4GA11103",2016
"N00036997","Collins, Nancy","R","MS01","H5MS01075",2016
"N00035978","Colliver, Ed","L","TX12","H4TX12032",2016
"N00038260","Comer, James","R","KY01","H6KY01110",2016
"N00036023","Comstock, Barbara","R","VA10","H4VA10089",2016
"N00026041","Conaway, Mike","R","TX11","H4TX19136",2016
"N00033520","Concepcion, Hector L","R","IL04","H2IL04145",2016
"N00025431","Condit, Jim Jr",3,"OH08","H2OH02077",2016
"N00035348","Condley, Kerri","D","CA42","H4CA42060",2016
"N00029941","Conlon, Greg","R","CAS1","S2CA00740",2016
"N00029891","Connolly, Gerry","D","VA11","H8VA11062",2016
"N00036180","Connolly, Matt","R","PA17","H4PA17141",2016
"N00039225","Connor, Sean","R","MDS2","S6MD03565",2016
"N00037499","Connors, Thomas","I","OHS2","S6OH00262",2016
"N00004029","Conyers, John Jr","D","MI13","H6MI01028",2016
"N00038763","Coogan, Bob","L","OH08","H6OH08273",2016
"N00034224","Cook, Paul","R","CA08","H2CA08164",2016
"N00037287","Cook, Suzan Johnson","D","NY13","H6NY13113",2016
"N00039390","Cook, Tamarkus","D","GA03","H6GA03139",2016
"N00038272","Cook, York","R","NJ07","H6NJ07144",2016
"N00038716","Cooke, C L","L","NC01","H6NC01090",2016
"N00003132","Cooper, Jim","D","TN05","H2TN05131",2016
"N00038618","Cope, Clay","R","CT05","H6CT05157",2016
"N00039474","Copeland, Cheryl","D","GAS2","S6GA00218",2016
"N00038678","Corely, Everett","R","KY03","H6KY03181",2016
"N00039500","Corey, Matthew Mckinnon","R","CT01","H6CT01156",2016
"N00038287","Corley, Jason","R","TX19","H6TX19115",2016
"N00038460","Cornelius, Bob","R","TX31","H6TX31037",2016
"N00039375","Cornell, Phil","D","WAS2","S6WA00354",2016
"N00038793","Cornette, Dave","R","TX03","H6TX03176",2016
"N00037260","Correa, Lou","D","CA46","H6CA46116",2016
"N00035994","Corvalan, Ruben","L","TX23","H4TX23088",2016
"N00026341","Costa, Jim","D","CA16","H4CA20082",2016
"N00038661","Costello, Fred","R","FL06","H6FL06183",2016
"N00031064","Costello, Ryan","R","PA06","H0PA06076",2016
"N00039401","Cotham, Tricia","D","NC12","H6NC12055",2016
"N00037520","Counsil, Gordon Joe","I","ID01","H6ID01243",2016
"N00024842","Courtney, Joe","D","CT02","H2CT02112",2016
"N00039102","Covington, Rachel","R","IN08","H6IN08251",2016
"N00039521","Cowan, Daniel","R","GA11","H6GA11082",2016
"N00039537","Cowell, Dave","D","MO08","H6MO08126",2016
"N00039124","Cox, Dan","R","MD08","H6MD08564",2016
"N00028137","Coyne, John","D","GAS2","S4GA11202",2016
"N00031142","Cozad, David","D","TX06","H0TX06065",2016
"N00036906","Crabtree, Valleri","D","FL09","H6FL09146",2016
"N00038576","Craig, Andy","L","WI04","H6WI04063",2016
"N00037039","Craig, Angie","D","MN02","H6MN02131",2016
"N00039711","Craig, Ray","R","SC05","H6SC05152",2016
"N00004614","Cramer, Kevin","R","ND01","H0ND01026",2016
"N00035868","Cramer, Robert","R","IA03","H4IA03099",2016
"N00031893","Crane, Mike","R","GA03","H0GA13032",2016
"N00006267","Crapo, Mike","R","IDS2","S8ID00027",2016
"N00039419","Crary, Jim","D","OR02","H6OR02181",2016
"N00030770","Crawford, Rick","R","AR01","H0AR01083",2016
"N00012739","Crenshaw, Ander ","R","FL04","H0FL04066",2016
"N00002942","Crist, Charlie","D","FL13","H6FL13205",2016
"N00001127","Crowley, Joseph","D","NY14","H8NY07046",2016
"N00039234","Croydon, Elizabeth",3,"MDS2","S6MD03672",2016
"N00037156","Crumpton, Ron","D","ALS2","S6AL00302",2016
"N00033085","Cruz, Ted","R","PRES","P60006111",2016
"N00024978","Cuellar, Henry","D","TX28","H2TX23082",2016
"N00009738","Culberson, John","R","TX07","H0TX07055",2016
"N00036181","Culler, Anthony","R","TX01","H6TX01253",2016
"N00037028","Cullerton, Tom","D","IL08","H6IL08154",2016
"N00001971","Cummings, Elijah E","D","MD07","H6MD07160",2016
"N00036692","Cummings, Ted","I","WAS2","S4WA00524",2016
"N00039546","Cunningham, Carla","D","NC12","H6NC12063",2016
"N00035403","Curbelo, Carlos","R","FL26","H4FL26038",2016
"N00037579","Curran, Pattie","R","NC05","H6NC05117",2016
"N00037581","Curry, Dianne","D","AR02","H6AR02245",2016
"N00031118","D'Annunzio, Tim","R","NC02","H0NC08163",2016
"N00039570","D'Orazio, Tony","L","NY25","H6NY25174",2016
"N00039564","D'Silva, Reuben","I","NV01","H6NV01232",2016
"N00036549","Daggett, Doug","R","MN05","H4MN05071",2016
"N00035563","Dagnesses, Rafael","R","CA26","H4CA26139",2016
"N00039431","Dahlke, Jeffery J","I","WI06","H6WI06118",2016
"N00038269","Daly, Kay","R","NC02","H6NC02122",2016
"N00039154","Darr, Joshua",3,"TX02","H6TX02178",2016
"N00033827","Daugherty, Rick","D","PA15","H2PA15099",2016
"N00039143","Davenport, Michael D.","D","OH06","H6OH06145",2016
"N00035880","Davidson, Allen","D","IN05","H4IN05112",2016
"N00038767","Davidson, Warren","R","OH08","H6OH08315",2016
"N00036947","Davies, Aaron","I","OK02","H6OK02225",2016
"N00039520","Davis, Billy","R","GA11","H6GA11074",2016
"N00035911","Davis, Bruce","D","NC06","H4NC06136",2016
"N00039683","Davis, Cynthia","R","MO03","H6MO03333",2016
"N00039235","Davis, D'Nese","R","NVS2","S6NV00267",2016
"N00004884","Davis, Danny K","D","IL07","H4IL07037",2016
"N00037187","Davis, Dereck","D","MD04","H6MD04233",2016
"N00034784","Davis, Rodney","R","IL13","H2IL13120",2016
"N00009604","Davis, Susan A","D","CA53","H0CA49055",2016
"N00037275","Day, Thomas","D","IL07","H6IL07289",2016
"N00038274","Deacon, Colleen","D","NY24","H6NY24177",2016
"N00005930","Dean, Andre","R","TX08","H6TX08167",2016
"N00039086","DeCailly, Paul","R","FL13","H6FL13213",2016
